day_of_week,hour_sin,hour_cos,month_sin,month_cos,is_weekend,quarter,lat,long,label
0.85714286,0.05669279,0.99839167,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.06975647,0.99756405,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.08280821,0.99656550,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.09150162,0.99580493,0.86602540,0.50000000,0.00000000,0.25000000,32.04948870,34.80652100,4
0.85714286,0.09584575,0.99539620,0.86602540,0.50000000,0.00000000,0.25000000,32.04948870,34.80652100,4
0.85714286,0.10886687,0.99405634,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.11320321,0.99357186,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.15212339,0.98836151,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.19080900,0.98162718,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.22069744,0.97534232,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.24192190,0.97029573,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.24615329,0.96923091,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.28401534,0.95881973,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.28401534,0.95881973,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.31730466,0.94832366,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.32143947,0.94693013,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.34202014,0.93969262,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.35429104,0.93513521,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.37055744,0.92880955,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.37460659,0.92718385,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.38268343,0.92387953,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.41865974,0.90814317,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.43837115,0.89879405,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.44228869,0.89687274,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.48480962,0.87461971,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.50753836,0.86162916,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.51129309,0.85940641,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.51503807,0.85716730,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.51877326,0.85491187,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.52621392,0.85035222,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.55193699,0.83388582,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.56640624,0.82412619,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.56999676,0.82164694,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.57357644,0.81915204,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.58070296,0.81411552,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.58778525,0.80901699,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
0.85714286,0.61566148,0.78801075,0.86602540,0.50000000,0.00000000,0.25000000,32.04948440,34.80652060,4
